"Ramsar Site No.","Site name","Region","Country","Territory","Designation date","Last publication date","Area (ha)","Latitude","Longitude","Annotated summary","Criterion1","Criterion2","Criterion3","Criterion4","Criterion5","Criterion6","Criterion7","Criterion8","Criterion9","Wetland Type","Maximum elevation","Minimum elevation","Montreux listed","Management plan implemented","Management plan available","Ecosystem services","Threats","large administrative region","Global international legal designations","Regional international legal designations","National conservation designation","Does the wetland extend onto the territory of one or more other countries?","Ramsar Advisory Mission?"
"1573","Surinsar-Mansar Lakes","Asia","India","","2005-11-08","2005-11-08","350","32.75","75.2","Surinsar-Mansar Lakes. 08/11/05; Jammu & Kashmir; 350 ha; 32°45'N 075°12'E. Wildlife Sanctuary, Hindu sacred site. Freshwater composite lake in semi-arid Panjab Plains, adjoining the Jhelum Basin with catchment of sandy conglomeratic soil, boulders and pebbles. Surinsar is rain-fed without permanent discharge, and Mansar is primarily fed by surface run-off and partially by mineralised water through paddy fields, with inflow increasing in rainy season. The lake supports CITES and IUCN Redlisted Lissemys punctata, Aspideretes gangeticus, and Mansariella lacustris. This composite lake is high in micro nutrients for which it is an attractive habitat, breeding and nursery ground for migratory waterfowls like Fulica atra, Gallinula chloropus, Podiceps nigricollis, Aythya fuligula, and various Anas species. The site is socially and culturally very important with many temples around owing to its mythical origin from the Mahabharata period. Although the lakes support variety of fishes, fishing is discouraged for religious values. The main threats are increasing visitors, agricultural runoff, bathing and cremation rituals. Conservation is focused on awareness-raising. Ramsar site no.1573. Most recent RIS information: 2005.","No","Yes","Yes","Yes","No","No","No","No","No","Inland wetlands, O: Permanent freshwater lakes","710","605","No","No","In preparation","Provisioning Services, Fresh water, Wetland non-food products, Cultural Services, Spiritual and inspirational, Recreation and tourism, Regulating Services, Hazard reduction","Human intrusions & disturbance, Recreational and tourism activities, Human settlements (non agricultural), Tourism and recreation areas, Pollution, Household sewage, urban waste water, Agricultural and forestry effluents, Garbage and solid waste, Unspecified, Natural system modifications, Vegetation clearance/ land conversion","Jammu, Kashmir State","","","","No","No"
"2489","Tampara Lake","Asia","India","","2021-10-12","2022-10-31","300","19.350784286474","85.00116124137","<p>The use of explosives during a battle in the Ganjam district between the British East India Company and French colonists in 1766 created a large depression which later became Tampara Lake. The lake is now connected to the Rushikulya river and helps in flood control during the monsoon season. The lake receives flood waters coming from the river, making its biodiversity highly vulnerable to extreme heat and dry weather. The wetland supports 60 species of birds and 46 fish species, including vulnerable species such as common carp (<em>Cyprinus carpio</em>), common pochard (<em>Aythya ferina</em>) and river tern (<em>Sterna aurantia</em>). With an estimated average fish yield of 12 tonnes per year, the wetland is an important source of livelihoods for the local communities. Along with fish, the wetland also provides water for agriculture and domestic use and is used for recreation. It also provides a water pathway for local transportation of goods.</p>","No","Yes","Yes","No","No","No","Yes","Yes","No","Marine or coastal wetlands, K: Coastal freshwater lagoons","10","7","No","No","In preparation","Provisioning Services, Fresh water, Regulating Services, Maintenance of hydrological regimes, Cultural Services, Recreation and tourism, Supporting Services, Nutrient cycling","Water regulation, Water abstraction, Biological resource use, Fishing and harvesting aquatic resources, Human intrusions & disturbance, Recreational and tourism activities, Invasive and other problematic species and genes, Problematic native species, Pollution, Household sewage, urban waste water, Agricultural and forestry effluents, Human settlements (non agricultural), Housing and urban areas, Tourism and recreation areas, Climate change & severe weather, Droughts, Storms and flooding","Ganjam District, Odisha,India","","","Overlapping site categories, Non-statutory designations, Important Plant Area","No","No"
"2547","Tawa Reservoir","Asia","India","","2024-01-08","2024-08-22","20050","22.512734519386","78.000257458871","<p>The Site is a man-made wetland which was created primarily for irrigation through the construction of Tawa Dam. It is located within Satpura Tiger Reserve, in the Central Indian Highlands. The largest protected area in Madhya Pradesh, the Site supports 57 fish species, 21 mammals, over 280 migratory birds, and a rich diversity of aquatic plants. Notably, it is an important fish spawning ground, hosting indigenous species such as the vulnerable common carp (<em>Cyprinus carpio</em>) and shark catfish (<em>Wallago attu</em>). In addition, the Site harbours the state fish of Madhya Pradesh, the tor mahseer (<em>Tor tor</em>)<em>, </em>which is revered as a &ldquo;god fish&rdquo; by local communities. The Site and its environs also provide habitat to the Indian giant squirrel (<em>Ratufa indica</em>), which is endemic to India. Alongside its ecological functions, the Site is a popular tourist destination for recreational activities such as boating and camping.</p>","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Human-made wetlands, 6: Water storage areas/Reservoirs","370","370","No","No","No","Provisioning Services, Food for humans, Fresh water, Genetic materials, Wetland non-food products, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Pollution control and detoxification, Climate regulation, Hazard reduction, Cultural Services, Recreation and tourism, Spiritual and inspirational, Scientific and educational, Supporting Services, Biodiversity, Soil formation, Nutrient cycling","Climate change & severe weather, Storms and flooding, Habitat shifting and alteration, Temperature extremes, Human settlements (non agricultural), Housing and urban areas, Tourism and recreation areas, Water regulation, Water abstraction, Water releases, Canalisation and river regulation, Agriculture & aquaculture, Annual and perennial non-timber crops, Livestock farming and ranching, Marine and freshwater aquaculture, Transportation and service corridors, Roads and railroads, Biological resource use, Fishing and harvesting aquatic resources, Human intrusions & disturbance, Recreational and tourism activities, Pollution, Agricultural and forestry effluents, Geological events, Unspecified, Invasive and other problematic species and genes, Invasive non-native/ alien species, Natural system modifications, Dams and water management/use","The Tawa Reservoir is situated in Narmadapuram District in the state of Madhya Pradesh","","","","No","No"
"2490","Thane Creek","Asia","India","","2022-04-13","2022-10-31","6521.08","19.108664749162","72.965051259009","<p>The Site is one of the largest creeks of Asia and hosts many birds migrating on the Central Asian Flyway. As a sanctuary for flamingos and other important bird species, it is in the list of Important Bird and Biodiversity Areas (IBAs). Thane Creek falls under the Marine Ecoregions of the World (MEOW) but is fed by numerous freshwater sources, making the water brackish. Its mangrove forests provide nurseries for several fish species, sustaining the local fisheries, and also act as a natural buffer against floods, cyclones and seawater intrusions, enhancing the resilience of surrounding areas to such climate-related hazards. The Creek features a rich biodiversity of birds, fish, crustaceans, molluscs, butterflies, and floral species, some of which are threatened, such as the vulnerable Sulawesi fruit bat (<em>Acerodon celebensis</em>), Mozambique tilapia (<em>Oreochromis mossambicus</em>) and river tern (<em>Sterna aurantia</em>), and the endangered great knot (<em>Calidris tenuirostris</em>).</p>","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Marine or coastal wetlands, I: Intertidal forested wetlands","5","0","No","Yes","Yes","Regulating Services, Maintenance of hydrological regimes, Erosion protection, Pollution control and detoxification, Climate regulation, Hazard reduction, Cultural Services, Recreation and tourism, Spiritual and inspirational, Scientific and educational, Supporting Services, Biodiversity, Soil formation, Pollination, Nutrient cycling, Provisioning Services, Food for humans","Human settlements (non agricultural), Tourism and recreation areas, Housing and urban areas, Commercial and industrial areas, Unspecified development, Water regulation, Drainage, Water abstraction, Salinisation, Water releases, Agriculture & aquaculture, Marine and freshwater aquaculture, Biological resource use, Fishing and harvesting aquatic resources, Transportation and service corridors, Roads and railroads, Shipping lanes, Aircraft flight paths, Utility and service lines (e.g., pipelines), Human intrusions & disturbance, Recreational and tourism activities, Natural system modifications, Vegetation clearance/ land conversion, Pollution, Household sewage, urban waste water, Industrial and military effluents, Garbage and solid waste, Invasive and other problematic species and genes, Invasive non-native/ alien species, Geological events, Unspecified, Climate change & severe weather, Storms and flooding, Habitat shifting and alteration","The site lies in the Thane, Mumbai and Mumbai Suburban district of Maharashtra State","Overlapping site categories, Global international legal and other formal, Other global designation","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2562","Therthangal Bird Sanctuary","Asia","India","","2024-07-15","2025-02-02","29.295","9.4592364698727","78.770638206119","<p>The Site is a marshy lake located within Therthangal village in southern Tamil Nadu. The wetland is fed by two rivers during the rainy season. Ninety-six bird species have been recorded in the Site, including the endangered Egyptian vulture (<em>Neophron percnopterus</em>) and the vulnerable Indian spotted eagle (<em>Clanga hastata</em>). The babul (<em>Acacia nilotica</em>) trees planted by the forest department provide popular nesting sites for migratory birds. In 2010, the Site was designated as a bird sanctuary. In addition to birds, the Site also supports 133 plant, 57 butterfly, 11 reptile, seven mammal, and six amphibian species. While the wetland is primarily used for water to irrigate the agricultural fields in adjacent villages, it is also a recreation and tourism site.</p>","No","Yes","Yes","Yes","No","Yes","No","No","No","Inland wetlands, Ts: Seasonal/ intermittent freshwater marshes/ pools on inorganic soils","18","16","No","Yes","Yes","Provisioning Services, Fresh water, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Biological control of pests and disease, Hazard reduction, Cultural Services, Recreation and tourism, Scientific and educational, Supporting Services, Biodiversity, Soil formation, Nutrient cycling, Pollination","Human settlements (non agricultural), Housing and urban areas, Water regulation, Water abstraction, Agriculture & aquaculture, Livestock farming and ranching, Biological resource use, Fishing and harvesting aquatic resources, Human intrusions & disturbance, Recreational and tourism activities, Invasive and other problematic species and genes, Invasive non-native/ alien species, Pollution, Agricultural and forestry effluents, Climate change & severe weather, Habitat shifting and alteration, Droughts, Temperature extremes","Ramanathapuram District","","","","No","No"
"2458","Thol Lake Wildlife Sanctuary","Asia","India","","2021-04-05","2021-08-06","699","23.141657560117","72.41108723935","<p>This shallow reservoir dominated by open water areas was originally constructed for irrigation in 1912. In 1988, it was declared as a wildlife sanctuary to protect the birdlife found there: it is on the Central Asian Flyway and more than 320 bird species can be found, making up some 57% of all the bird species of Gujarat. More than 110 waterbird species have been recorded, about 43% of India&rsquo;s waterbird species, with almost 30% of those species being migratory waterbirds. More than 30 of the waterbirds are threatened, such as the critically endangered white-rumped vulture (<em>Gyps bengalensis</em>) and sociable lapwing (<em>Vanellus gregarius</em>), and the vulnerable sarus crane (<em>Grus antigone</em>), common pochard (<em>Aythya farina</em>) and lesser white-fronted goose (<em>Anser erythropus</em>)<em>.</em> This wetland regularly hosts more than 1% of the population of species including glossy ibis (<em>Plegadis falcinellus</em>). It is also essential during the dry seasons for a population of blackbuck (<em>Antilope cervicapra</em>) and other mammals in the surrounding area. The Lake provides water for drinking and irrigation and enables groundwater recharge, and is also used for recreation and tourism. The vegetation provides excellent thatching material and is also used as fodder for domestic animals.</p>","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Human-made wetlands, 6: Water storage areas/Reservoirs","54","52","No","No","Yes","Provisioning Services, Fresh water, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Biological control of pests and disease, Climate regulation, Cultural Services, Recreation and tourism, Scientific and educational, Supporting Services, Biodiversity, Nutrient cycling, Pollination, Soil formation","Human settlements (non agricultural), Housing and urban areas, Agriculture & aquaculture, Annual and perennial non-timber crops, Energy production and mining, Oil and gas drilling, Biological resource use, Fishing and harvesting aquatic resources, Human intrusions & disturbance, Unspecified/others, Natural system modifications, Vegetation clearance/ land conversion, Invasive and other problematic species and genes, Unspecified, Pollution, Household sewage, urban waste water, Geological events, Unspecified, Climate change & severe weather, Habitat shifting and alteration, Water regulation, Water releases, Transportation and service corridors, Roads and railroads","The area falls within the administrative jurisdiction of Mehsana district of Gujarat state, India between 23o 15’ to 23o 30’ N latitudes and 72o 30’ to 72o 45’ E longitudes. ","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2443","Tso Kar Wetland Complex","Asia","India","","2020-11-17","2020-12-23","9577","33.298190393702","78.011888816423","<p>This high-altitude wetland complex is found at more than 4,500 metres above sea level in the Changthang region of Ladakh. The complex includes two connected lakes, the freshwater Startsapuk Tso and the larger hypersaline Tso Kar; it presents a notable example of two such lakes existing in close proximity. The name Tso Kar refers to the white salt efflorescence on the margins of the lake caused by the evaporation of the saline waters. The local climate is arid, and glacial meltwater is the primary water source for the lakes. The lakes and in particular the presence of fresh water attract biodiversity in a biologically sparse region. Inhabiting the Site are numerous threatened species including the endangered saker falcon (<em>Falco cherrug</em>) and Asiatic wild dog or dhole (<em>Cuon alpinus laniger</em>), and the vulnerable snow leopard (<em>Panthera uncia</em>). The Site also acts as an important stopover ground for migratory birds along the Central Asian Flyway and is one of the most important breeding areas in India for the black-necked crane (<em>Grus nigricollis</em>).</p>","Yes","Yes","Yes","Yes","No","No","No","No","No","Inland wetlands, Q: Permanent saline/ brackish/ alkaline lakes, O: Permanent freshwater lakes","5287","4525","No","No","No","Provisioning Services, Wetland non-food products, Regulating Services, Maintenance of hydrological regimes, Cultural Services, Recreation and tourism, Spiritual and inspirational, Supporting Services, Biodiversity","Transportation and service corridors, Roads and railroads, Biological resource use, Unspecified, Human settlements (non agricultural), Tourism and recreation areas, Agriculture & aquaculture, Livestock farming and ranching, Human intrusions & disturbance, Recreational and tourism activities, Pollution, Garbage and solid waste","Nyoma Block, Leh District, Union Territory of Ladakh.","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"1213","Tsomoriri","Asia","India","","2002-08-19","2002-08-19","12000","32.9","78.3","Tsomoriri. 19/08/02. Jammu & Kashmir. 12,000 ha. 32°54'N 078°18'E. Wetland Reserve. A freshwater to brackish lake lying at 4,595m above sea level, with wet meadows and borax-laden wetlands along the shores. The site is said to represent the only breeding ground outside of China for one of the most endangered cranes, the Black-necked crane (Grus nigricollis), and the only breeding ground for Bar-headed geese in India. The Great Tibetan Sheep or Argali (Ovis ammon hodgsoni) and Tibetan Wild Ass (Equus kiang) are endemic to the Tibetan plateau, of which the Changthang is the westernmost part. The barley fields at Korzok have been described as the highest cultivated land in the world. With no outflow, evaporation in the arid steppe conditions causes varying levels of salinity. Ancient trade routes and now major trekking routes pass the site. The 400-year-old Korzok monastery attracts many tourists, and the wetland is considered sacred by local Buddhist communities and the water is not used by them. The local community dedicated Tsomoriri as a WWF Sacred Gift for the Living Planet in recognition of WWF-India's project work there. The rapidly growing attraction of the recently opened area to western tourists (currently 2500 per summer) as an ""unspoilt destination"" with pristine high desert landscapes and lively cultural traditions brings great promise but also potential threats to the ecosystem. Ramsar site no. 1213. Most recent RIS information: 2002.","Yes","Yes","No","Yes","No","No","No","No","No","Inland wetlands, Q: Permanent saline/ brackish/ alkaline lakes","4595","4595","No","No","In preparation","Cultural Services, Spiritual and inspirational, Recreation and tourism, Provisioning Services, Wetland non-food products","Transportation and service corridors, Roads and railroads, Unspecified, Human settlements (non agricultural), Tourism and recreation areas, Agriculture & aquaculture, Livestock farming and ranching, Pollution, Garbage and solid waste, Human intrusions & disturbance, Recreational and tourism activities, Biological resource use, Unspecified","Eastern Ladakh, Jammu & Kashmir","","","","No","No"
"2577","Udaipur Jheel","Asia","India","","2025-05-13","2025-09-26","319","26.797129799679","84.437490277601","<p>The Site is an oxbow lake bordered to the north and west by the dense forest of Udaipur Wildlife Sanctuary. The lake surrounds a village. Over 280 plant species are found in the wetland, including <em>Alysicarpus roxburghianus</em>, a perennial herb endemic to India. The wetland is an important wintering ground for around 35 migratory bird species, including the vulnerable common pochard (<em>Aythya ferina</em>). Jamun trees (<em>Syzygium cumini</em>) line the wetland and their fallen fruits are believed to purify the water. The wetland faces threats from illegal fishing and intensive agriculture, particularly the use of chemical fertilizers and pesticides.</p>","No","Yes","Yes","No","No","No","No","No","No","Inland wetlands, N: Seasonal/ intermittent/ irregular rivers/ streams/ creeks","10","3","No","No","No","Provisioning Services, Food for humans, Fresh water, Wetland non-food products, Genetic materials, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Pollution control and detoxification, Climate regulation, Biological control of pests and disease, Hazard reduction, Cultural Services, Recreation and tourism, Spiritual and inspirational, Scientific and educational, Supporting Services, Biodiversity, Soil formation, Nutrient cycling","Human settlements (non agricultural), Housing and urban areas, Water regulation, Drainage, Water abstraction, Canalisation and river regulation, Agriculture & aquaculture, Livestock farming and ranching, Biological resource use, Hunting and collecting terrestrial animals, Natural system modifications, Dams and water management/use, Vegetation clearance/ land conversion, Invasive and other problematic species and genes, Invasive non-native/ alien species, Pollution, Agricultural and forestry effluents, Garbage and solid waste, Climate change & severe weather, Droughts"," The site lies in West Champaran District of Bihar State in India","","","","No","No"
"2476","Udhayamarthandapuram Bird Sanctuary","Asia","India","","2022-04-08","2022-08-03","43.767","10.450566215592","79.554707823899","<p>The Sanctuary consists of human-made irrigation tanks, interconnected by an ancient network of canals and fed by the Mettur dam through the Koraiyar canal. The Site is an important staging and breeding ground for several species of waterbirds. Notable species observed include the oriental darter (<em>Anhinga melanogaster</em>), black-headed ibis (<em>Threskiornis melanocephalus</em>), Eurasian wigeon (<em>Anas Penelope</em>), Northern pintail (<em>Anas acuta</em>) and garganey (<em>Anas querquedula</em>). The Site provides the surrounding communities with fresh water for human consumption and also livestock and agriculture by storing floodwaters during the monsoon and maintaining surface water flow during drier periods. It also helps replenish groundwater and feeds surrounding smaller wetlands and agricultural land. The Site is threatened by storms, flooding, uncontrolled harvesting of aquatic resources, and recreation and tourism. There is a management plan available, but it is yet to be implemented.</p>","No","Yes","Yes","Yes","Yes","No","No","No","No","Human-made wetlands, 6: Water storage areas/Reservoirs","12","8","No","No","Yes","Supporting Services, Nutrient cycling, Pollination, Biodiversity, Soil formation, Provisioning Services, Food for humans, Fresh water, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Climate regulation, Hazard reduction, Cultural Services, Recreation and tourism","Water regulation, Water abstraction, Salinisation, Drainage, Water releases, Agriculture & aquaculture, Livestock farming and ranching, Biological resource use, Fishing and harvesting aquatic resources, Human intrusions & disturbance, Recreational and tourism activities, Natural system modifications, Vegetation clearance/ land conversion, Invasive and other problematic species and genes, Invasive non-native/ alien species, Pollution, Agricultural and forestry effluents, Garbage and solid waste, Climate change & severe weather, Habitat shifting and alteration, Droughts, Temperature extremes, Storms and flooding, Human settlements (non agricultural), Housing and urban areas","The Sanctuary is located on Tiruthuraipoondi Taluk of Tiruvarur district in Tamil Nadu., and is located about 80 kilometres from Thanjavur, about 58km from Vaduvur Birds sanctuary and 10 km from Point Calimere Birds Sanctuary Block A. ","","","","No","No"
"2559","Udhwa Lake Bird Sanctuary","Asia","India","","2024-01-08","2025-02-02","935.5","24.995372881082","87.810515806245","<p>The Site comprises two interconnected wetlands, Pataura Lake and Barhel Lake, which are surrounded by the hillocks of the Rajamahal Hills and linked by a channel to the Ganga River. The Sanctuary supports a variety of plants, including around 30 aquatic species. The widespread sedge grass <em>Cyperus tagetum</em> is used for grazing livestock during the dry season. In 2016, the Site was designated as an Important Bird and Biodiversity Area due to its role in providing habitat for over 140 birds. Among these, the Site provides habitat for the endangered band-tailed fish eagle (<em>Haliaeetus leucoryphus</em>) and the vulnerable common pochard (<em>Aythya ferina</em>) and lesser adjutant stork (<em>Leptoptilos javanicus</em>). The area also holds historical significance, as the location of a famous battle between the King of Bengal and the British in 1763. Local communities use the banks of the wetlands for agriculture and sustenance fishing.</p>","No","Yes","Yes","No","No","No","No","No","No","Inland wetlands, O: Permanent freshwater lakes","25","22","No","No","Yes","Provisioning Services, Food for humans, Fresh water, Regulating Services, Maintenance of hydrological regimes, Climate regulation, Hazard reduction, Cultural Services, Recreation and tourism, Scientific and educational, Supporting Services, Biodiversity, Nutrient cycling","Human settlements (non agricultural), Unspecified development, Housing and urban areas, Tourism and recreation areas, Water regulation, Water abstraction, Drainage, Transportation and service corridors, Roads and railroads, Biological resource use, Fishing and harvesting aquatic resources, Human intrusions & disturbance, Recreational and tourism activities, Natural system modifications, Vegetation clearance/ land conversion, Invasive and other problematic species and genes, Invasive non-native/ alien species, Pollution, Agricultural and forestry effluents, Household sewage, urban waste water, Garbage and solid waste, Geological events, Unspecified, Climate change & severe weather, Habitat shifting and alteration, Storms and flooding, Agriculture & aquaculture, Annual and perennial non-timber crops, Energy production and mining, Mining and quarrying","Sahibganj district in the state of Jharkhand.","Overlapping site categories, Global international legal and other formal, Other global designation","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"1574","Upper Ganga River ","Asia","India","","2005-11-08","2005-11-08","26590","28.55","78.2","Upper Ganga River (Brijghat to Narora Stretch). 08/11/05; Uttar Pradesh; 26,590 ha; 28°33'N 078°12'E. A shallow river stretch of the great Ganges with intermittent small stretches of deep-water pools and reservoirs upstream from barrages. The river provides habitat for IUCN Red listed Ganges River Dolphin, Gharial, Crocodile, 6 species of turtles, otters, 82 species of fish and more than hundred species of birds. Major plant species, some of which have high medicinal values, include Dalbergia sissoo, Saraca indica, Eucalyptus globulus, Ficus bengalensis, Dendrocalamus strictus, Tectona grandis, Azadirachta indica and aquatic Eichhorina. This river stretch has high Hindu religious importance for thousands of pilgrims and is used for cremation and holy baths for spiritual purification. Major threats are sewage discharge, agricultural runoff, and intensive fishing. Conservation activities carried out are plantation to prevent bank erosion, training on organic farming, and lobbying to ban commercial fishing. Ramsar site no. 1574. Most recent RIS information: 2005.","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Inland wetlands, Tp: Permanent freshwater marshes/ pools, Xf: Freshwater, tree-dominated wetlands, Ts: Seasonal/ intermittent freshwater marshes/ pools on inorganic soils, Human-made wetlands, 9: Canals and drainage channels or ditches, 6: Water storage areas/Reservoirs, 4: Seasonally flooded agricultural land, 3: Irrigated land","205","183","No","Yes","Yes","Regulating Services, Hazard reduction, Provisioning Services, Fresh water, Wetland non-food products, Cultural Services, Scientific and educational, Spiritual and inspirational, Recreation and tourism","Natural system modifications, Dams and water management/use, Unspecified/others, Agriculture & aquaculture, Non specified, Biological resource use, Fishing and harvesting aquatic resources, Human settlements (non agricultural), Housing and urban areas, Pollution, Household sewage, urban waste water, Industrial and military effluents, Agricultural and forestry effluents","Uttar Pradesh","","","","No","No"
"2493","Vaduvur Bird Sanctuary ","Asia","India","","2022-04-08","2022-10-31","112.638","10.702980565087","79.316460087762","<p>Vaduvur Bird Sanctuary is composed of small man-made reservoirs interconnected by an ancient network of canals and fed by the Mettur reservoir, in the semi-arid district of Thiruvarur. The rooted floating aquatic plants distributed through the reservoir provide habitat for around 118 bird species, including spot-billed pelican (<em>Pelecanus philippensis</em>), black-headed ibis (<em>Threskiornis melanocephalus</em>), Eurasian wigeon (<em>Mareca Penelope</em>), and northern pintail (<em>Anas acuta</em>). Similarly, the aquatic submerged and terrestrial vegetation in and around the wetland provide foraging and breeding habitat for the birds. The interconnected wetland system acts as a buffer against flooding and also provides water during periods of drought. The Sanctuary is threatened by increasing anthropogenic pressures related to urbanization, water abstraction, unsustainable fishing, invasive species and climate change, and so has been identified as an area of national importance by the national government. The Tiruvarur Forest Division implemented a management plan from 2016 to 2021 to counter these threats.</p>","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Human-made wetlands, 6: Water storage areas/Reservoirs","38","36","No","No","Yes","Provisioning Services, Food for humans, Fresh water, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Climate regulation, Hazard reduction, Biological control of pests and disease, Cultural Services, Recreation and tourism, Supporting Services, Biodiversity, Soil formation, Nutrient cycling, Pollination","Water regulation, Drainage, Water abstraction, Salinisation, Water releases, Climate change & severe weather, Storms and flooding, Habitat shifting and alteration, Droughts, Temperature extremes, Human settlements (non agricultural), Housing and urban areas, Agriculture & aquaculture, Livestock farming and ranching, Biological resource use, Fishing and harvesting aquatic resources, Human intrusions & disturbance, Recreational and tourism activities, Natural system modifications, Vegetation clearance/ land conversion, Invasive and other problematic species and genes, Invasive non-native/ alien species, Pollution, Agricultural and forestry effluents, Garbage and solid waste","Is located on Thanjavur-Mannargudi highway, Thiruvarur District, Tamil Nadu; 22km from Thanjavur on Thanjavur–Mannargudi highway(SH-63), 45km from Thiruvarur, 58km from Udayamarthandapuram Bird Sanctuary& 50km from Point Calimere Sanctuary Block A","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2477","Vedanthangal Bird Sanctuary ","Asia","India","","2022-04-08","2022-08-03","40.348","12.546491289953","79.856018897725","<p>A small irrigation tank in Vedanthangal village surrounded by rocky plains and low-ridged, denuded hillocks, this Site is an Important Bird and Biodiversity Area (IBA) due to the presence of several species including the black-headed ibis (<em>Threskiornis melanocephalus</em>), Eurasian spoonbill (<em>Platalea leucorodia</em>), black-crowned night heron (<em>Nycticorax nycticorax</em>) and painted stork (<em>Mycteria leucocephala</em>). Vedanthangal is well known for nature tourism, which generates considerable revenue for the local communities. The Sanctuary also provides educational and research opportunities. The wetland also plays a vital role in nutrient cycling and groundwater recharge, which supports irrigation activities in the immediate vicinity. Although the Site has been a Bird Sanctuary since 1998 and a management plan is being implemented, housing and uncontrolled aquatic resource harvesting are some of the significant threats.</p>","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Marine or coastal wetlands, I: Intertidal forested wetlands","122","23","No","Yes","Yes","Supporting Services, Soil formation, Nutrient cycling, Pollination, Biodiversity, Cultural Services, Recreation and tourism, Spiritual and inspirational, Provisioning Services, Food for humans, Fresh water, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Climate regulation, Biological control of pests and disease, Hazard reduction","Human settlements (non agricultural), Commercial and industrial areas, Housing and urban areas, Agriculture & aquaculture, Annual and perennial non-timber crops, Biological resource use, Fishing and harvesting aquatic resources","Maduranthagam Taluk of Chengalpattu District","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2475","Vellode Bird Sanctuary","Asia","India","","2022-04-08","2022-08-03","77.185","11.251855074556","77.651907902687","<p>This human-made tank is an ideal habitat for birds, due to the abundant food resources it provides from neighbouring agricultural fields, and other aquatic organisms. It is an important staging and breeding ground for migratory birds on the Central Asian Flyway and also resident species such as the Indian river tern (<em>Sterna aurantia</em>), oriental darter (<em>Anhinga melanogaster</em>) and painted stork (<em>Mycteria leucocephala</em>). The Site is also an ideal habitat for notable plant species including <em>Cayratia pedata</em>, <em>Tephrosia purpurea </em>and<em> Commelina tricolor. </em>This Site provides drinking water and fish to local communities, and the farmers from the fringe villages enjoy enhanced crop yields with the arrival of a large number of birds, as the irrigation water is enriched by bird droppings. Although classified as a Bird Sanctuary by the national authorities, the Site is threatened by household sewage, urban waste water, vegetation clearance, land conversion and invasive non-native species. There is a management plan available, but it is yet to be implemented.</p>","No","Yes","Yes","No","Yes","No","No","No","No","Inland wetlands, Ts: Seasonal/ intermittent freshwater marshes/ pools on inorganic soils, Human-made wetlands, 6: Water storage areas/Reservoirs","160","140","No","No","Yes","Regulating Services, Climate regulation, Maintenance of hydrological regimes, Erosion protection, Hazard reduction, Biological control of pests and disease, Provisioning Services, Food for humans, Cultural Services, Recreation and tourism, Supporting Services, Biodiversity, Soil formation, Nutrient cycling, Pollination","Human settlements (non agricultural), Housing and urban areas, Water regulation, Drainage, Water abstraction, Salinisation, Water releases, Agriculture & aquaculture, Livestock farming and ranching, Biological resource use, Fishing and harvesting aquatic resources, Human intrusions & disturbance, Recreational and tourism activities, Natural system modifications, Vegetation clearance/ land conversion, Invasive and other problematic species and genes, Invasive non-native/ alien species, Pollution, Household sewage, urban waste water, Agricultural and forestry effluents, Garbage and solid waste, Climate change & severe weather, Habitat shifting and alteration, Droughts, Temperature extremes, Storms and flooding","Declared Bird Sanctuary under Section 26(1) of Wildlife Protection Act 1972 (Central Act 53) in G.O.Ms.No.44, Environment& Forests (FRV) Dept. dated 29.2.2000 in Tamil Nadu Gazette.","","","","No","No"
